id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
234394,Central+Spacious San Francisco Flat,946616,Alex,,Inner Richmond,37.78448987541317,-122.46188101322068,Entire home/apt,195,3,36,2017-12-22,0.48,2,33
238190,Contemporary Penthouse with Two Beds,285168,Bill,,Russian Hill,37.80300926310588,-122.41580891918602,Private room,99,2,149,2018-02-28,1.92,4,28
238204,Spacious SF Getaway Near The Ocean,1248132,Jennifer,,Parkside,37.741738929681155,-122.50434675643139,Entire home/apt,125,2,150,2018-02-07,1.93,1,331
241235,Friendly Hostel with Community #4,329072,Darren & Friends,,Financial District,37.7927077291053,-122.40382575340777,Shared room,38,1,252,2018-02-26,3.24,17,28
242008,One Bedroom SOMA apartment,1270330,Jake,,South of Market,37.77498573484536,-122.40634931130347,Entire home/apt,160,2,40,2018-02-23,0.67,1,59
252321,Garden Room-Funky Wee Organic Farm,1324175,Chris,,Excelsior,37.7265716252646,-122.4278881577333,Private room,59,2,154,2018-02-06,2.27,2,224
252867,Potrero Hill Condo with View of Bay,1327890,Susi & Matt,,Potrero Hill,37.75888606618256,-122.39538804401353,Entire home/apt,315,6,16,2017-08-05,0.21,1,59
254953,AMAZING OCEANFRONT VIEW! Long Term Stays,1339470,Luxury,,Golden Gate Park,37.770270857904244,-122.51090525601585,Entire home/apt,159,185,2,2015-01-17,0.05,2,272
256148,"Spacious, Luxurious, Quiet Room w/Private Bath",1239523,Chris,,Castro/Upper Market,37.76188298040355,-122.44215252096134,Private room,149,1,477,2018-02-24,110.08,1,158
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.77579193825386,-122.45504496210103,Private room,100,2,213,2018-02-09,2.78,1,351
259621,Friendly Hostel with Community #6,329072,Darren & Friends,,Financial District,37.79469729962835,-122.40373662568413,Shared room,38,1,136,2018-02-24,1.78,17,34
259622,Friendly Hostel with Community #5,329072,Darren & Friends,,Financial District,37.79440986474666,-122.40472525122537,Shared room,38,1,156,2018-03-02,2.12,17,22
269371,Delux Digs by Buena Vista Park,838614,Matthew,,Castro/Upper Market,37.762944812486616,-122.43973594027395,Private room,95,2,120,2018-02-27,1.57,1,351
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Haight Ashbury,37.76710858506811,-122.45151218848747,Entire home/apt,200,2,98,2018-01-24,1.28,1,0
271505,"Tranquil Castro Victorian, Priv. Bath & nice cat",1227106,Kathy,,Castro/Upper Market,37.766388176882735,-122.42925709765879,Private room,160,3,168,2018-02-04,2.24,1,70
271602,Luxury Condo Downtown / Moscone!,1421296,Richard,,South of Market,37.77641429751837,-122.40453636486582,Entire home/apt,169,30,97,2018-01-12,1.28,1,198
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75612323872454,-122.39966658849838,Entire home/apt,325,4,30,2017-11-26,0.58,2,67
274334,Newly remodeled clean/private bath,1434669,Ashli,,Outer Sunset,37.75345980283525,-122.50358489575856,Private room,70,30,49,2016-12-01,0.65,1,208
275464,"5 BDS, Parking, Mini Artist Loft!",1110789,Np,,Western Addition,37.78083641745867,-122.44108589732295,Entire home/apt,135,5,90,2018-02-17,1.30,2,179
276072,Bright rm/Mission (w/pinball),738203,Gene,,Mission,37.76833112796759,-122.42591990652701,Private room,95,2,32,2018-02-08,0.47,1,64
277339,Comfortable and tranquil SF escape,1448282,"Natalie, Paige, Tennyson And Hannah",,Outer Mission,37.72681357623567,-122.43419054174052,Entire home/apt,110,3,283,2018-02-25,3.79,1,212
280549,Bungalow Rooms with Great Views,1454829,Luise,,West of Twin Peaks,37.73773412930746,-122.44955527998941,Private room,250,1,27,2017-11-08,0.59,1,301
284117,"Cozy, Charming Cottage nestled in a quiet garden",1479905,Samantha,,Noe Valley,37.74334023349654,-122.42931645550048,Entire home/apt,118,2,168,2018-03-01,2.29,1,138
284766,Converted 1911 Stable  - Cow Hollow/Marina,607958,Michelle,,Marina,37.799213541692914,-122.43191250116546,Entire home/apt,300,2,8,2018-02-12,1.38,1,42
285755,Modern in the ❤ of the Mission District!,1487274,Mina,,Mission,37.75394850236603,-122.41917251022949,Private room,115,3,75,2014-05-21,1.00,1,198
286311,City refuge in Artist home,400480,Evelyn,,Castro/Upper Market,37.76274918440637,-122.44251542727513,Entire home/apt,465,3,8,2017-11-25,0.36,1,0
287907,15 minutes to Downtown-Perfect SF Base with Views!,428414,Adrian & Lupe,,Outer Mission,37.73224558938288,-122.43614258253294,Entire home/apt,300,3,56,2018-02-19,0.77,1,4
288213,Stylish Potrero Garden Flat for Two,1498483,Jared & Katherine,,Potrero Hill,37.75971287904621,-122.38833336444765,Entire home/apt,190,2,143,2017-11-17,1.93,1,249
292723,Mission Outr PvtBDRmD3 + MiniFridge,305973,Maria,,Excelsior,37.730964599490534,-122.42377947897072,Private room,40,30,18,2017-08-05,0.24,11,216
295240,Luxury Apartment Oasis w/ Hot Tub,1525192,Kristoffer,,Castro/Upper Market,37.7626741714481,-122.43919495998337,Entire home/apt,275,2,90,2018-02-17,1.22,1,181
297897,Beach Flat - Free Breakfast* & Museums Save $180!,1535770,Tim,,Outer Sunset,37.75737019803541,-122.5061943752885,Entire home/apt,269,2,163,2018-02-08,2.35,1,111
298368,Perfect Modern 1BD  Mission SF Apt,337160,Nicole,,Mission,37.76258853204935,-122.41747642643882,Entire home/apt,160,30,56,2017-11-11,0.77,1,358
300589,Vibrant Master Bedroom/Private Bathroom + Parking,1537727,Alexina,,Parkside,37.744337871868794,-122.47266130785194,Private room,99,3,253,2018-02-27,3.50,1,27
307837,"Lovely, garden studio apartment",1583952,Ellen,,Noe Valley,37.75131000095585,-122.43699616577315,Entire home/apt,159,7,43,2018-02-23,0.61,1,190
308885,North Beach Best Location and View,1588855,Arbe,,North Beach,37.7995421626789,-122.4067873761932,Entire home/apt,225,30,107,2017-10-13,3.23,1,365
311259,SF cottage- street parking & close to airport,1601019,Feli,,Visitacion Valley,37.71844865127135,-122.3997362016771,Entire home/apt,120,1,338,2018-02-10,4.62,2,2
314248,Pacific Heights 3 bedroom home,1614566,Sarah,,Pacific Heights,37.7902555838612,-122.43640408433696,Entire home/apt,325,7,29,2017-12-29,0.55,1,238
317951,Woodward Garden Suite,1631892,Roberto,,Mission,37.766701260864664,-122.41992050804706,Entire home/apt,150,2,10,2016-10-31,0.20,1,62
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.760654170558475,-122.42413536603497,Entire home/apt,315,4,91,2018-01-16,1.24,1,40
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76892288198338,-122.44614722135277,Entire home/apt,189,30,110,2017-12-27,1.50,2,232
330736,Luxury Condo w/ Views & Whole Foods,729748,Patriz,,Mission,37.76592346046789,-122.40628420511747,Entire home/apt,295,2,43,2017-11-19,0.58,1,187
334339,Castro Cottage: Room & Private Bath,879042,Bruce,,Castro/Upper Market,37.762951077807756,-122.44259230880789,Private room,99,3,133,2018-02-16,1.97,1,213
334886,Marina Designer Showplace SPECIAL COSY RM,1700823,Jennifer,,Marina,37.80432485435444,-122.44601381922487,Private room,140,2,119,2017-09-30,1.64,4,347
342420,Large Victorian House in Castro,1737796,Elizabeth,,Castro/Upper Market,37.760521816495995,-122.42938676366029,Entire home/apt,595,4,9,2018-01-11,0.25,1,71
348580,Lovely view condo near BART/Mission,197515,Mark,,Bernal Heights,37.74270981420035,-122.41954733598743,Entire home/apt,160,4,26,2018-02-08,0.36,1,0
348714,Elegant Queen Ann Victorian,78610,George,,Haight Ashbury,37.77306533127567,-122.44293332662133,Entire home/apt,190,3,279,2018-02-23,3.89,1,158
350391,"Spectacular View Penthouse, Private Ensuite Bath",1781314,James,,Noe Valley,37.746034934698464,-122.43714633619136,Private room,175,3,128,2018-02-20,1.75,1,269
351881,Castro Classic Victorian w/ Views,1781821,Katie And Chris,,Castro/Upper Market,37.76174166551883,-122.44338799371899,Private room,125,2,284,2018-02-18,3.90,2,331
351950,MissionOutr PvtBR w/ 2Beds+Fridge,305973,Maria,,Excelsior,37.72964986680759,-122.42538864365874,Private room,32,30,16,2017-12-19,0.22,11,323
351978,Mission Outr BedRmD1+Fridge+Patio,305973,Maria,,Excelsior,37.73019147182919,-122.42316507276752,Private room,43,30,22,2018-01-30,,11,318
352165,In-Law Bedroom in Castro Victorian,1783772,Brian,,Castro/Upper Market,37.75813280980431,-122.435501410745,Entire home/apt,115,2,157,2018-02-03,3.27,2,139
357551,30-Day Minimum 2 BR in the Marina District!,1809415,Jeff,,Marina,37.80434091950715,-122.43911076138208,Entire home/apt,360,30,77,2017-01-27,1.09,2,60
361230,Location! Stylish home! Must See!,1129902,Meirav,,Castro/Upper Market,37.76078925600568,-122.43446716426722,Entire home/apt,270,30,175,2017-01-04,2.46,1,126
364397,Garden Lovers @Heart of the Castro,1841207,Craig And Geoff,,Castro/Upper Market,37.75860169580284,-122.43332078787402,Private room,95,3,53,2018-01-02,0.76,5,16
365275,"Bright Studio Apartment, Queen Bed, Parking, View",451471,Rita,,Bernal Heights,37.73501221688995,-122.42044654124183,Entire home/apt,85,2,199,2018-02-25,2.75,2,2
371595,Private Garden Room- Great Locale,165574,Jonathan,,Presidio Heights,37.78144284355475,-122.45634925971878,Private room,109,3,180,2017-12-29,2.48,2,69
374997,Castro View Whole Top flr Apartment,1781821,Katie And Chris,,Castro/Upper Market,37.76054604147085,-122.44221005688347,Entire home/apt,549,3,30,2017-12-31,0.49,2,144
377569,Cozy room with loft bed in the Mission,1897399,Alessandra,,Mission,37.751311937715464,-122.40794559735868,Private room,70,3,72,2018-01-29,1.02,1,240
379255,Beautiful 4-bdrm in San Francisco,1904628,Clare,,Haight Ashbury,37.76587673502019,-122.44281364706676,Entire home/apt,672,6,4,2017-10-15,0.06,1,141
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76648138782622,-122.44542046625686,Private room,125,3,171,2018-02-18,2.46,1,335
379418,Mid century home in Bernal Heights,510040,Sandrine,,Bernal Heights,37.745869801004396,-122.41626278811238,Entire home/apt,380,4,10,2017-07-08,0.15,1,0
380454,Private entrance to STUDIO in CENTER of SF,1908798,Tal,,Mission,37.77051517504619,-122.42239331039723,Entire home/apt,90,1,10,2018-02-23,5.77,4,25
381217,Stylish Spacious Bernal Dwelling,672097,Christopher 'Scott',,Bernal Heights,37.744979891642615,-122.4192682830423,Private room,102,1,123,2018-03-02,1.72,3,284
392543,Serene 1 bedroom garden apartment,1963037,Robert,,Potrero Hill,37.76195710392394,-122.3941137968588,Entire home/apt,250,4,84,2018-02-24,1.31,2,344
394575,Grand and Cozy 1920's SF Studio,1190192,Mike And Nic,,Bernal Heights,37.74248144385686,-122.41068814734358,Entire home/apt,149,5,310,2018-02-18,4.35,1,275
404102,"Badass apartment, centrally located",2015267,Alexi,,South of Market,37.78049712057347,-122.40933651797708,Entire home/apt,150,1,20,2018-01-01,0.28,1,92
408471,Amazing modern views house in SF,530786,Shevi,,Castro/Upper Market,37.75666321147365,-122.43607225183206,Entire home/apt,600,2,30,2018-01-01,0.44,1,200
420160,LOVELY SUNNY BEDROOM with PRIVATE BATH,2089429,Serena,,Mission,37.763175524266984,-122.40707757022565,Private room,99,3,110,2018-02-18,1.56,1,244
422720,Spacious 1 Bd Apartment right by Golden Gate Park,2102181,Rouzbeh,,Haight Ashbury,37.77133117749775,-122.44710314549205,Entire home/apt,169,2,76,2018-02-23,1.07,1,144
423063,"Modern, comfy home in NOPA/Haight!",2103856,Ariel,,Western Addition,37.77044205690913,-122.43598702310331,Entire home/apt,249,3,57,2018-02-24,0.81,1,324
423300,BEDROOM UNIT large garden level,1776403,Ken,,Mission,37.75635094832616,-122.4099599439602,Entire home/apt,117,1,17,2018-01-21,0.26,4,229
424846,Luxury Bed & Bath with private Living Room,2112291,Martha,,Inner Richmond,37.78376700130976,-122.47522332276037,Private room,126,2,114,2018-02-19,2.68,1,333
430692,Sunny Room w/ Private Sink,2001297,Urs,,Mission,37.75905539444599,-122.40761079952294,Private room,80,31,9,2017-09-20,0.35,6,247
431632,"Private, cozy studio near nature",2146065,Lindsay And Brian,,Outer Richmond,37.7813536006477,-122.48265634677773,Entire home/apt,125,3,164,2018-02-18,2.31,2,277
435389,Shelli's Student Home4(1 Month Min),576273,Shelli,,Chinatown,37.79418392439699,-122.40581857848669,Shared room,29,30,6,2017-09-22,0.09,6,246
435390,Shelli's Student Home3(1 Month Min),576273,Shelli,,Chinatown,37.79455321764032,-122.40600348975089,Shared room,29,30,6,2017-02-28,0.11,6,205
435391,Shelli's Student Home2(1 Month Min),576273,Shelli,,Chinatown,37.79478216810506,-122.40591706578753,Shared room,29,30,5,2016-11-18,0.08,6,205
437385,"Cozy Bed/Bth Suite,in Elegant Flat,Parking,Laundry",2172763,Melanie,,Outer Richmond,37.77883743625136,-122.50534714231856,Private room,110,2,183,2018-02-14,2.60,1,327
438940,Classic Room @ Heart of The Castro,1841207,Craig And Geoff,,Castro/Upper Market,37.760032507448464,-122.43570420681834,Private room,100,3,30,2018-02-11,0.43,5,9
438967,Cool Blue @ The Heart of The Castro,1841207,Craig And Geoff,,Castro/Upper Market,37.75940723408172,-122.43362885017147,Private room,109,2,20,2018-02-10,0.29,5,0
439703,Heart of the Castro - 4 bedroom,1841207,Craig And Geoff,,Castro/Upper Market,37.75978417038954,-122.43510121076721,Entire home/apt,349,4,27,2017-07-25,0.39,5,0
442349,Right in the middle living,2198022,Judith,,Western Addition,37.77479775001232,-122.42711404907882,Entire home/apt,200,3,9,2018-03-02,0.14,1,25
442397,OceanBeach2br2BathFreeParking!,2198311,Marianne,,Outer Sunset,37.759254317193644,-122.50892627995125,Entire home/apt,295,4,73,2018-03-01,1.04,1,127
443908,"CALEF HOUSE Rm 1, Large Priv Rm in Beaut SF Vict",109045,Ronda,,Western Addition,37.78705762420541,-122.42907724795862,Private room,140,2,36,2018-02-18,0.51,3,362
456568,Private Large Room in Hayes Valley - Gold Room,202591,Jose,,Western Addition,37.77345501294775,-122.42917216187692,Private room,89,2,15,2018-02-16,0.23,3,9
457862,Comfy home in central location!,2276059,Holly & Kris,,Western Addition,37.78100841842559,-122.44083078453727,Entire home/apt,425,3,35,2017-08-09,0.52,1,26
457986,"2BR, 2BA w/parking in San Francisco",2276990,Team Ritger,,Excelsior,37.72593987458689,-122.4332746737005,Entire home/apt,195,5,8,2017-08-16,0.14,1,48
459806,Cozy 1BR suite near Golden Gate Park,2286112,Joe,,Haight Ashbury,37.76457287777136,-122.4505394535417,Private room,150,6,57,2018-01-24,0.82,1,116
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.73853305047,-122.47165876619898,Entire home/apt,150,2,332,2018-03-03,4.73,1,246
467507,Gorgeous Bernal Heights Studio Apt,2320888,Jennifer,,Bernal Heights,37.746867811278996,-122.40964439960747,Entire home/apt,145,3,149,2018-01-31,2.12,1,214
467839,CALEF HOUSE Rm 3 in Beaut SF Vict!,109045,Ronda,,Western Addition,37.78881143674971,-122.42940864885007,Private room,105,2,60,2018-01-25,0.89,3,365
468490,Penthouse Panoramic View Home :),285168,Bill,,Russian Hill,37.80139094743132,-122.41534214059685,Entire home/apt,450,1,14,2018-01-11,0.27,4,353
468751,"2 bedroom garden flat, heart of SF",2326926,Terrance,,Mission,37.7671701632487,-122.42418886921953,Entire home/apt,230,7,17,2018-01-31,0.25,1,6
470686,Private bath/Queen bdrm/Super Location,2335495,Hao,,Mission,37.767305597237254,-122.42542005611267,Private room,125,1,215,2018-02-26,3.09,2,0
472901,Excellent Peaceful Studio Condo,1793063,Jin,,South of Market,37.77296524316408,-122.40301458331325,Entire home/apt,175,31,214,2018-01-12,3.04,1,337
474001,Monthly Shared Home for Students 6,329072,Darren & Friends,,Chinatown,37.79471951605944,-122.40518769065089,Shared room,29,30,1,2013-12-24,0.02,17,212
474107,Two cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72376078192114,-122.4292554103393,Private room,90,2,14,2018-02-19,1.88,1,165
477122,Architectural gem in Mission/Castro,2364636,Alice/Peter,,Castro/Upper Market,37.761796246922266,-122.42689993792705,Entire home/apt,545,3,8,2017-11-22,0.12,1,297
479072,Lovely garden studio in the Castro,210275,Viola,,Castro/Upper Market,37.7575563537735,-122.43639661714892,Private room,199,1,155,2018-01-30,2.20,1,64
479415,Sunny Home in Prime Bernal Heights,350839,Amy,,Bernal Heights,37.739624180591214,-122.41483916021394,Entire home/apt,225,3,10,2017-11-10,0.16,1,0
482592,Grand 1880's Victorian in San Fran,2389112,Victor,,Glen Park,37.73429084980193,-122.43491045425012,Entire home/apt,600,1,92,2018-02-19,1.36,2,355
487019,Big Bright 3 br/2ba in Potrero Hill,2410550,Ken,,Potrero Hill,37.75599837299668,-122.40022348993303,Entire home/apt,190,4,16,2017-12-29,0.24,1,2
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.76098575068275,-122.4218298319614,Entire home/apt,125,30,175,2018-02-11,2.54,1,314
488359,Quiet Studio in the Heart of Castro,2416427,José,,Castro/Upper Market,37.76214175072215,-122.43148172464839,Entire home/apt,205,3,178,2018-02-07,2.76,1,116
491867,Central San Francisco Urban Dream,969518,Sona,,Western Addition,37.77296311563839,-122.43497058504214,Entire home/apt,350,2,26,2016-10-08,0.38,2,40
491874,Central San Francisco Dream,969518,Sona,,Western Addition,37.77143688997825,-122.43469509330006,Private room,115,4,85,2018-02-04,1.22,2,148
493889,Spacious 1brm w/ breathtaking view,2439917,Germaine,,Outer Mission,37.728720014064464,-122.44059799650427,Entire home/apt,195,30,46,2017-12-24,0.66,1,362
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77984759702197,-122.48477573931697,Entire home/apt,120,3,85,2018-02-13,1.25,1,202
496226,"Large, open flat in sunny Potrero",2451096,Pam & Albie,,Potrero Hill,37.76197005567102,-122.40365311246342,Entire home/apt,135,30,126,2018-01-15,1.83,1,307
499096,Charming Garden Studio Dolores Park,2463273,Ingrid,,Mission,37.758527554124036,-122.42387059283972,Entire home/apt,100,4,142,2018-02-22,2.10,1,49
501057,Spacious 2BR Mission home close to 24th st,407871,Penelope,,Mission,37.749461512033335,-122.40916943727592,Entire home/apt,295,2,41,2018-02-18,0.59,1,19
504146,★ Marina Waterfront★ Walk/Bike Score 90+ ★,2486135,Laura,,Marina,37.805943988874915,-122.43782570167537,Entire home/apt,269,2,49,2018-01-16,0.73,2,246
506465,3br  Edwardian flat on Russian Hill,196125,David,,Russian Hill,37.799546946300794,-122.41994329883609,Entire home/apt,549,2,20,2017-08-12,0.47,1,365
515260,Beautiful Noe Valley Edwardian flat,2537525,Janice,,Noe Valley,37.74395439476918,-122.43252511289205,Entire home/apt,225,2,3,2018-01-30,0.06,1,133
515430,Studio Cottage Noe Valley SF,2538784,Christa,,Noe Valley,37.74440716979162,-122.42825856396165,Entire home/apt,179,3,249,2018-02-27,3.60,1,263
516836,"Potrero Paradise: Lux, Hot Tub, Balcony w Views!",2544752,Fran,,Potrero Hill,37.759333724244215,-122.40367156059408,Private room,135,3,265,2018-02-23,3.84,4,108
517803,Buena Vista Bungalow,2549630,Lewis,,Castro/Upper Market,37.767942247221086,-122.43905721836694,Entire home/apt,450,5,4,2017-08-12,0.06,1,117
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.802987167698234,-122.42447208867594,Entire home/apt,156,30,63,2018-02-28,0.91,1,296
