SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
050,1,2,42,071,Pennsylvania,Lancaster County,519445,519443,520319,523957,526878,530012,533289,535811,538160,541332,543969,545724,876,3638,2921,3134,3277,2522,2349,3172,2637,1755,1742,7024,7049,6910,7017,7186,7122,7093,7140,7132,1043,4504,4547,4927,4678,5060,5049,5153,5155,5160,699,2520,2502,1983,2339,2126,2073,1940,1985,1972,222,1180,1091,1292,1402,1422,1543,1367,1593,647,19,-41,-594,-62,-379,-974,-1247,-112,-928,-852,241,1139,497,1230,1023,448,296,1255,665,-205,-64,-21,-78,-79,-85,-52,-20,-23,-13,-12,12638,12639,12796,12762,12936,12778,12794,12757,12713,12686,12690,13.45238232,13.415997754,13.076100635,13.198520457,13.443082967,13.262927956,13.141366495,13.157640139,13.089925328,8.6260720346,8.6540703345,9.3235814512,8.7990136377,9.4659059022,9.4024885216,9.5470832577,9.4996687555,9.4705573038,4.8263102858,4.7619274196,3.7525191836,4.3995068189,3.9771770648,3.8604394346,3.5942832369,3.6579713831,3.6193680238,2.2599389433,2.0764439707,2.4449091202,2.6370707824,2.660181461,2.8734481657,2.5326727757,2.9355911402,1.1874904216,-0.078523302,-1.130529531,-0.11732536,-0.712874341,-1.82209335,-2.322222853,-0.207505012,-1.710124657,-1.563743183,2.1814156411,0.9459144395,2.3275837599,1.9241964411,0.8380881115,0.5512253124,2.3251677641,1.2254664835,-0.376252761
050,1,2,42,073,Pennsylvania,Lawrence County,91108,91157,91018,90522,89883,89258,88644,88122,87325,86546,86128,85512,-139,-496,-639,-625,-614,-522,-797,-779,-418,-616,209,857,895,866,887,924,917,866,923,863,242,1084,1069,1203,1107,1209,1197,1242,1147,1090,-33,-227,-174,-337,-220,-285,-280,-376,-224,-227,7,17,20,16,25,22,26,23,31,9,-106,-284,-489,-300,-409,-252,-543,-424,-222,-396,-99,-267,-469,-284,-384,-230,-517,-401,-191,-387,-7,-2,4,-4,-10,-7,0,-2,-3,-2,2271,2271,2294,2188,2085,2086,2088,2089,2091,2091,2093,9.4414454115,9.9221196752,9.6683617932,9.9717822172,10.454499168,10.453299287,9.9614081704,10.690665647,10.055931018,11.942271676,11.851112774,13.430761244,12.445054019,13.679101185,13.645146397,14.28645375,13.285150052,12.701002097,-2.500826264,-1.928993099,-3.762399451,-2.473271801,-3.224602016,-3.191847111,-4.32504558,-2.594484404,-2.645071079,0.1872865484,0.2217233447,0.178630241,0.2810536138,0.2489166469,0.2963858031,0.2645639583,0.3590581095,0.1048706595,-3.128787044,-5.421135778,-3.349317018,-4.598037122,-2.851227046,-6.189903504,-4.877179058,-2.571319365,-4.614309019,-2.941500496,-5.199412433,-3.170686777,-4.316983508,-2.602310399,-5.893517701,-4.6126151,-2.212261255,-4.509438359
050,1,2,42,075,Pennsylvania,Lebanon County,133568,133597,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793,67,865,1016,259,734,941,1001,1073,1786,454,378,1737,1619,1704,1662,1626,1596,1581,1608,1581,382,1419,1395,1453,1398,1395,1472,1549,1512,1504,-4,318,224,251,264,231,124,32,96,77,54,393,520,564,588,537,630,623,844,124,36,161,300,-550,-96,192,258,425,853,260,90,554,820,14,492,729,888,1048,1697,384,-19,-7,-28,-6,-22,-19,-11,-7,-7,-7,3657,3658,3672,3671,3672,3595,3663,3668,3668,3686,3690,12.953358216,11.989306634,12.559471382,12.205241938,11.867876811,11.566935668,11.372750717,11.449240277,11.167935804,10.581931669,10.330502011,10.709455351,10.266503147,10.181850031,10.668251443,11.142562214,10.765703544,10.624019892,2.3714265473,1.6588046239,1.850016031,1.9387387917,1.6860267794,0.8986842248,0.2301885028,0.683536733,0.543915912,2.9307252613,3.8507964484,4.1570081334,4.318100036,3.9194648507,4.5658956584,4.481482414,6.0094271108,0.8759165336,1.200627906,2.2216133356,-4.053819988,-0.704995924,1.4013729075,1.8698429839,3.0571910529,6.0735086795,1.8365991834,4.1313531673,6.072409784,0.1031881452,3.6131041117,5.3208377582,6.4357386423,7.5386734668,12.08293579,2.7125157171
050,1,2,42,077,Pennsylvania,Lehigh County,349497,349675,350164,353436,354759,355341,357636,359710,362298,365577,368359,369318,489,3272,1323,582,2295,2074,2588,3279,2782,959,1010,4149,4079,4069,4136,4116,4213,4229,4296,4273,845,3241,3263,3448,3259,3528,3301,3410,3383,3347,165,908,816,621,877,588,912,819,913,926,297,1531,1558,1838,2032,1991,2315,2209,2719,818,75,844,-1020,-1879,-570,-472,-625,275,-846,-777,372,2375,538,-41,1462,1519,1690,2484,1873,41,-48,-11,-31,2,-44,-33,-14,-24,-4,-8,9122,9122,9029,8940,8923,8944,9014,9069,9137,9139,9139,11.793632746,11.519426147,11.460357696,11.602057289,11.475633795,11.670230801,11.620127082,11.706742822,11.585016206,9.2126208073,9.2149761012,9.7113082664,9.1419498806,9.8362575382,9.1439430034,9.3697406835,9.2187874692,9.0744323057,2.5810119386,2.3044500455,1.7490494297,2.4601074088,1.6393762564,2.5262877974,2.2503863988,2.4879553531,2.5105839005,4.3519044912,4.3999181017,5.176735671,5.7000436199,5.5510172218,6.4126713277,6.0697235102,7.4093653943,2.2177728193,2.3990903923,-2.880562557,-5.292212364,-1.598929559,-1.315961893,-1.731282756,0.7556242487,-2.305378126,-2.106613057,6.7509948835,1.5193555447,-0.115476693,4.1011140612,4.2350553289,4.6813885719,6.8253477589,5.1039872686,0.1111597623
050,1,2,42,079,Pennsylvania,Luzerne County,320918,320906,320998,321006,321147,319637,319150,318059,317172,317808,317859,317417,92,8,141,-1510,-487,-1091,-887,636,51,-442,828,3104,3211,3094,3176,3214,3187,3190,3294,3241,902,4067,3806,4179,4027,4162,3882,4039,4057,3953,-74,-963,-595,-1085,-851,-948,-695,-849,-763,-712,132,640,508,743,1003,1016,1176,998,1023,732,79,347,306,-1147,-594,-1141,-1361,515,-194,-447,211,987,814,-404,409,-125,-185,1513,829,285,-45,-16,-78,-21,-45,-18,-7,-28,-15,-15,11791,11784,11814,11942,11900,11995,11844,11859,11910,11867,11870,9.669721684,10.000731913,9.6569202727,9.9438466969,10.087742012,10.034145059,10.047560553,10.363916957,10.203439135,12.669702993,11.853872831,13.043396839,12.608271615,13.063217877,12.222325422,12.721660525,12.764544958,12.444984542,-2.999981309,-1.853140918,-3.386476566,-2.664424918,-2.975475864,-2.188180363,-2.674099972,-2.400628002,-2.241545407,1.9937570482,1.5821774562,2.3190341831,3.1403269008,3.1889066225,3.7025900814,3.1434060915,3.2186663772,2.3045101657,1.0809901496,0.9530439008,-3.579989513,-1.859774855,-3.581242575,-4.285055358,1.6220983338,-0.61038248,-1.407262355,3.0747471978,2.5352213569,-1.26095533,1.2805520463,-0.392335953,-0.582465276,4.7655044253,2.6082838971,0.8972478104
050,1,2,42,081,Pennsylvania,Lycoming County,116111,116102,116225,116748,117222,116598,116290,115598,114876,114012,113866,113299,123,523,474,-624,-308,-692,-722,-864,-146,-567,350,1246,1290,1314,1247,1271,1215,1141,1187,1133,249,1306,1216,1255,1240,1278,1258,1284,1313,1320,101,-60,74,59,7,-7,-43,-143,-126,-187,12,52,34,51,59,88,111,67,63,65,24,532,378,-733,-373,-771,-789,-788,-77,-444,36,584,412,-682,-314,-683,-678,-721,-14,-379,-14,-1,-12,-1,-1,-2,-1,0,-6,-1,5437,5437,5499,5512,5461,5479,5308,5287,5259,5326,5329,10.696518481,11.027054751,11.239414935,10.70901034,10.962188643,10.543488636,9.9699416308,10.417855168,9.9751282108,11.211599627,10.394495021,10.734753229,10.648895606,11.022562616,10.916632679,11.219461046,11.523710055,11.621508595,-0.515081147,0.6325597299,0.5046617056,0.0601147333,-0.060373974,-0.373144042,-1.249519416,-1.105854887,-1.646380384,0.4464036605,0.2906355516,0.4362329997,0.5066813232,0.7589870972,0.9632322952,0.5854391668,0.5529274436,0.5722712566,4.5670528344,3.2311834851,-6.269780173,-3.203256501,-6.649761954,-6.846759287,-6.885463633,-0.675800209,-3.909052891,5.013456495,3.5218190366,-5.833547173,-2.696575178,-5.890774857,-5.883526992,-6.300024466,-0.122872765,-3.336781634
050,1,2,42,083,Pennsylvania,McKean County,43450,43461,43345,43138,43145,42808,42643,42400,41670,41362,40950,40625,-116,-207,7,-337,-165,-243,-730,-308,-412,-325,117,444,459,448,446,443,391,374,374,367,158,529,516,521,524,544,475,490,535,507,-41,-85,-57,-73,-78,-101,-84,-116,-161,-140,1,15,9,14,8,6,6,3,4,1,-75,-138,64,-279,-87,-144,-653,-196,-255,-185,-74,-123,73,-265,-79,-138,-647,-193,-251,-184,-1,1,-9,1,-8,-4,1,1,0,-1,3178,3178,3172,3312,3205,3256,3377,3202,3052,3014,3015,10.267913925,10.639407531,10.424301653,10.438730969,10.418258998,9.3017723326,9.0085750072,9.0873748664,8.9978547349,12.233618168,11.960641146,12.122904378,12.264338627,12.79352798,11.300107054,11.802678485,12.999319662,12.430278884,-1.965704242,-1.321233615,-1.698602725,-1.825607658,-2.375268982,-1.998334721,-2.794103478,-3.911944795,-3.43242415,0.346888984,0.2086158339,0.3257594267,0.1872418111,0.141105088,0.1427381944,0.0722612968,0.097191175,0.0245173154,-3.191378652,1.4834903747,-6.491920003,-2.036254696,-3.386522112,-15.53467349,-4.721071394,-6.195937409,-4.53570334,-2.844489668,1.6921062086,-6.166160576,-1.849012885,-3.245417024,-15.39193529,-4.648810097,-6.098746234,-4.511186025
050,1,2,42,085,Pennsylvania,Mercer County,116638,116663,116605,116150,115637,115129,114675,113624,112598,111473,110471,109424,-58,-455,-513,-508,-454,-1051,-1026,-1125,-1002,-1047,301,1132,1098,1080,1112,1117,1159,1140,1074,1056,298,1382,1338,1405,1358,1441,1413,1479,1462,1431,3,-250,-240,-325,-246,-324,-254,-339,-388,-375,2,6,22,37,54,50,71,46,46,20,-49,-208,-282,-213,-251,-778,-841,-833,-660,-691,-47,-202,-260,-176,-197,-728,-770,-787,-614,-671,-14,-3,-13,-7,-11,1,-2,1,0,-1,6750,6750,6790,6790,6783,6796,6591,6535,6351,6293,6291,9.7269661232,9.4742155513,9.3601310418,9.6778123967,9.7854129891,10.246571951,10.175346207,9.6781170025,9.604584006,11.875147687,11.545082339,12.176837142,11.818767297,12.623795987,12.492153725,13.201172843,13.174494467,13.015302758,-2.148181564,-2.070866787,-2.816706101,-2.140954901,-2.838382998,-2.245581774,-3.025826635,-3.496377465,-3.410718752,0.0515563575,0.1898294555,0.3206711561,0.4699657099,0.4380220676,0.6277019918,0.4105841452,0.4145189778,0.1819050001,-1.787287062,-2.433268475,-1.846025844,-2.184470244,-6.815623371,-7.435174298,-7.435143325,-5.947446203,-6.284817754,-1.735730704,-2.243439019,-1.525354688,-1.714504534,-6.377601304,-6.807472306,-7.02455918,-5.532927225,-6.102912754
050,1,2,42,087,Pennsylvania,Mifflin County,46682,46679,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138,-38,106,7,-125,-139,-63,-111,-26,-79,-73,144,565,564,589,563,593,580,548,595,574,166,516,483,520,540,573,522,568,537,527,-22,49,81,69,23,20,58,-20,58,47,3,20,20,13,24,15,15,13,14,11,-13,42,-91,-204,-182,-92,-180,-15,-147,-128,-10,62,-71,-191,-158,-77,-165,-2,-133,-117,-6,-5,-3,-3,-4,-6,-4,-4,-4,-3,559,559,559,559,559,559,559,559,560,560,560,12.100055682,12.064042096,12.614715741,12.092054253,12.76407977,12.507682521,11.83508628,12.864725787,12.431103748,11.050670322,10.331440305,11.136930705,11.598062694,12.333588041,11.256914268,12.267023735,11.61068529,11.413225915,1.04938536,1.7326017904,1.4777850358,0.4939915592,0.4304917292,1.2507682521,-0.431937455,1.2540404969,1.017877833,0.4283205551,0.4278029112,0.2784232676,0.5154694531,0.3228687969,0.3234745479,0.280759346,0.3026994303,0.2382267269,0.8994731657,-1.946503246,-4.369103584,-3.908976686,-1.980261954,-3.881694575,-0.323953092,-3.178344018,-2.772092822,1.3277937208,-1.518700335,-4.090680317,-3.393507233,-1.657393157,-3.558220027,-0.043193746,-2.875644588,-2.533866095
050,1,2,42,089,Pennsylvania,Monroe County,169842,169841,169849,169891,168628,167355,167285,166481,166220,167895,169294,170271,8,42,-1263,-1273,-70,-804,-261,1675,1399,977,334,1383,1328,1349,1383,1394,1443,1506,1537,1545,337,1251,1280,1352,1367,1413,1502,1467,1543,1618,-3,132,48,-3,16,-19,-59,39,-6,-73,33,215,200,235,372,274,352,285,289,153,-9,-304,-1549,-1540,-450,-1061,-552,1360,1130,911,24,-89,-1349,-1305,-78,-787,-200,1645,1419,1064,-13,-1,38,35,-8,2,-2,-9,-14,-14,3790,3790,3918,3926,3816,4368,4453,4441,4505,4503,4505,8.1415199859,7.8459407005,8.030168193,8.2655988525,8.3531576014,8.674455442,9.0148601529,9.1165488791,9.0998777848,7.3644551716,7.5623524824,8.0480262394,8.1699737031,8.4670098213,9.0291282563,8.7814075992,9.1521372287,9.5298396478,0.7770648143,0.2835882181,-0.017858046,0.0956251494,-0.11385222,-0.354672814,0.2334525538,-0.03558835,-0.429961863,1.2656737505,1.1816175754,1.3988803005,2.2232847239,1.6418688542,2.1160140787,1.7059994313,1.7141721705,0.9011529457,-1.789603815,-9.151628121,-9.16713048,-2.689457327,-6.357747644,-3.318294805,8.1409095671,6.7024725006,5.3656884543,-0.523930064,-7.970010546,-7.768250179,-0.466172603,-4.715878789,-1.202280727,9.8469089984,8.4166446711,6.2668414
050,1,2,42,091,Pennsylvania,Montgomery County,799874,799840,800874,805281,808672,812586,815753,817180,819791,824303,826924,830915,1034,4407,3391,3914,3167,1427,2611,4512,2621,3991,2277,9159,8951,8999,9226,8804,8814,8779,8611,8602,1728,7201,7045,7479,7219,7580,7429,7700,7940,7831,549,1958,1906,1520,2007,1224,1385,1079,671,771,442,2119,1826,2242,2551,2246,2702,2013,1702,1584,149,368,-182,280,-1289,-1982,-1447,1483,284,1698,591,2487,1644,2522,1262,264,1255,3496,1986,3282,-106,-38,-159,-128,-102,-61,-29,-63,-36,-62,21018,21020,21300,21569,22090,21726,21588,21457,21656,20719,20727,11.404876864,11.092020647,11.101255938,11.331792704,10.783051111,10.768669695,10.679438037,10.429819764,10.37736475,8.9667560105,8.7301179155,9.2261688146,8.8667040463,9.2839081579,9.0765199872,9.3668610189,9.6170908058,9.4472382421,2.4381208538,2.361902732,1.8750871237,2.4650886578,1.4991429532,1.6921497082,1.3125770181,0.8127289585,0.9301265081,2.638599637,2.2627672553,2.7657535075,3.1332541934,2.7508783275,3.3012191419,2.4487650949,2.0614972987,1.9109213862,0.4582372187,-0.225533209,0.3454107859,-1.583208411,-2.427533769,-1.76789937,1.8040331027,0.3439866233,2.0484498193,3.0968368557,2.0372340458,3.1111642934,1.5500457828,0.3233445585,1.5333197717,4.2527981977,2.405483922,3.9593712055
050,1,2,42,093,Pennsylvania,Montour County,18267,18256,18301,18367,18433,18399,18419,18299,18257,18270,18240,18230,45,66,66,-34,20,-120,-42,13,-30,-10,53,225,213,248,207,232,217,217,210,211,37,199,221,228,223,231,227,247,209,221,16,26,-8,20,-16,1,-10,-30,1,-10,11,76,52,23,31,31,39,37,44,12,18,-35,27,-76,9,-152,-70,8,-74,-11,29,41,79,-53,40,-121,-31,45,-30,1,0,-1,-5,-1,-4,0,-1,-2,-1,-1,843,843,843,843,843,844,840,844,844,844,844,12.272281008,11.576086957,13.466550825,11.244499973,12.636853859,11.872196083,11.881621814,11.503697617,11.571154373,10.854150758,12.010869565,12.380538662,12.113640067,12.582384661,12.419301893,13.524242341,11.448918105,12.119550315,1.4181302498,-0.434782609,1.0860121633,-0.869140095,0.0544691977,-0.54710581,-1.642620527,0.0547795125,-0.548395942,4.1453038071,2.8260869565,1.2489139878,1.6839589331,1.6885451277,2.13371266,2.0258986503,2.4102985483,0.6580751302,-1.90902149,1.4673913043,-4.126846221,0.4888913032,-8.279318046,-3.829740672,0.4380321406,-4.053683922,-0.603235536,2.236282317,4.2934782609,-2.877932233,2.1728502363,-6.590772918,-1.696028012,2.4639307909,-1.643385374,0.0548395942
050,1,2,42,095,Pennsylvania,Northampton County,297735,297712,297935,298266,299022,298955,299598,300090,301307,302801,304564,305285,223,331,756,-67,643,492,1217,1494,1763,721,727,2858,2919,2863,2850,2786,2807,2795,2819,2767,703,2820,2695,2874,2892,3039,2996,3013,3008,2986,24,38,224,-11,-42,-253,-189,-218,-189,-219,130,574,494,550,645,634,740,654,753,272,114,-274,101,-575,93,148,688,1079,1221,689,244,300,595,-25,738,782,1428,1733,1974,961,-45,-7,-63,-31,-53,-37,-22,-21,-22,-21,10620,10620,10673,10866,10790,10751,11034,11195,11239,11233,11233,9.5873707022,9.7741792904,9.5756191292,9.5229662202,9.2914982458,9.3349318337,9.2533123216,9.2827212632,9.0743774279,9.459896914,9.0241223664,9.6124098419,9.6633046698,10.135270341,9.9634683911,9.9750375761,9.9050817877,9.7925880013,0.1274737882,0.750056924,-0.036790713,-0.14033845,-0.843772095,-0.628536557,-0.721725254,-0.622360525,-0.718210573,1.9255251165,1.6541433948,1.8395356343,2.1551976183,2.1144328384,2.4609367855,2.1651757633,2.4795633598,0.8920240912,-0.919153104,0.3381953095,-1.92315089,0.310749424,0.4935900001,2.2880060925,3.5722089428,4.0206465634,2.259575731,1.0063720121,1.9923387043,-0.083615256,2.4659470423,2.6080228385,4.748942878,5.737384706,6.5002099232,3.1515998223
050,1,2,42,097,Pennsylvania,Northumberland County,94528,94476,94293,94392,94410,93877,93590,92878,92283,91721,91080,90843,-183,99,18,-533,-287,-712,-595,-562,-641,-237,232,1017,908,979,933,972,943,926,929,888,310,1235,1153,1220,1092,1196,1156,1210,1128,1093,-78,-218,-245,-241,-159,-224,-213,-284,-199,-205,10,52,44,40,-2,6,20,22,36,-8,-109,268,232,-325,-106,-489,-399,-296,-475,-18,-99,320,276,-285,-108,-483,-379,-274,-439,-26,-6,-3,-13,-7,-20,-5,-3,-4,-3,-6,3446,3446,3503,3726,3707,3734,3692,3688,3725,3725,3729,10.779871214,9.6185421765,10.39901852,9.9537518603,10.425381299,10.185730256,10.064998587,10.164058183,9.7623719925,13.090600737,12.213853667,12.958940341,11.650050409,12.827938306,12.486430728,13.151888002,12.341289161,12.016072734,-2.310729523,-2.59531149,-2.559921821,-1.696298549,-2.402557007,-2.300700471,-3.086889415,-2.177230978,-2.253700742,0.5511831889,0.4660967574,0.4248832899,-0.021337089,0.0643542055,0.2160282133,0.2391252364,0.3938709307,-0.087949297,2.8407133582,2.4576010847,-3.45217673,-1.130865699,-5.244867752,-4.309762855,-3.217321363,-5.196908113,-0.197885919,3.3918965472,2.9236978422,-3.02729344,-1.152202788,-5.180513547,-4.093734642,-2.978196126,-4.803037183,-0.285835216
050,1,2,42,099,Pennsylvania,Perry County,45969,45931,45921,45924,45808,45649,45661,45849,45945,46046,46154,46272,-10,3,-116,-159,12,188,96,101,108,118,118,597,540,565,541,557,531,523,503,493,106,417,439,441,424,480,457,465,470,459,12,180,101,124,117,77,74,58,33,34,2,11,5,10,11,16,22,15,19,5,-21,-188,-217,-293,-113,102,2,32,59,83,-19,-177,-212,-283,-102,118,24,47,78,88,-3,0,-5,0,-3,-7,-2,-4,-3,-4,657,657,657,657,657,657,658,659,659,660,660,13.000163319,11.773426939,12.355533201,11.849742635,12.173532947,11.56938362,11.370677566,10.911062907,10.667993855,9.0805160869,9.5713600488,9.6438763572,9.2870441354,10.490656759,9.9570778046,10.109684643,10.195227766,9.9322701404,3.9196472317,2.2020668905,2.7116568442,2.5626984996,1.6828761884,1.6123058152,1.2609929232,0.715835141,0.7357237141,0.2395339975,0.1090132124,0.2186820036,0.2409374658,0.3496885586,0.4793341613,0.3261188595,0.4121475054,0.1081946638,-4.093853775,-4.731173418,-6.407382704,-2.475084876,2.2292645613,0.0435758328,0.6957202335,1.2798264642,1.7960314197,-3.854319778,-4.622160206,-6.188700701,-2.23414741,2.5789531199,0.5229099941,1.021839093,1.6919739696,1.9042260836
050,1,2,42,101,Pennsylvania,Philadelphia County,1526006,1526012,1528283,1540466,1551824,1558313,1565460,1571065,1576051,1580601,1583592,1584064,2271,12183,11358,6489,7147,5605,4986,4550,2991,472,5583,23307,23198,23017,23153,22702,21800,21276,21070,20924,3458,14310,14305,14101,13864,14079,13929,14550,15133,15561,2125,8997,8893,8916,9289,8623,7871,6726,5937,5363,1541,8308,7589,8448,9799,8828,10287,8608,8628,5649,-1228,-5090,-4823,-10779,-11848,-11781,-13132,-10691,-11500,-10446,313,3218,2766,-2331,-2049,-2953,-2845,-2083,-2872,-4797,-167,-32,-301,-96,-93,-65,-40,-93,-74,-94,57383,57370,57014,57511,57762,57250,56681,56462,56563,56371,56387,15.189903117,15.003767434,14.801277243,14.823740393,14.475892907,13.853953906,13.480104871,13.317771704,13.211030491,9.3262759515,9.2520429843,9.0677677543,8.8764452475,8.9774511601,8.8519139428,9.2186278373,9.5651561077,9.8249304849,5.8636271653,5.7517244502,5.7335094885,5.947295146,5.4984417468,5.0020399629,4.2614770333,3.7526155958,3.3861000058,5.4145842492,4.9083365402,5.4325581156,6.273823354,5.6291596592,6.5374139371,5.4538796168,5.4535232206,3.5666751693,-3.31731269,-3.119371081,-6.931527454,-7.585698449,-7.512135245,-8.345418472,-6.773632317,-7.268836003,-6.595413138,2.0972715592,1.7889654593,-1.498969338,-1.311875095,-1.882975586,-1.808004535,-1.3197527,-1.815312783,-3.028737969
050,1,2,42,103,Pennsylvania,Pike County,57369,57338,57359,57065,56281,56061,55638,55322,54955,55397,55780,55809,21,-294,-784,-220,-423,-316,-367,442,383,29,78,293,315,292,300,369,410,398,420,411,65,345,431,418,402,451,498,521,507,527,13,-52,-116,-126,-102,-82,-88,-123,-87,-116,5,36,32,50,53,47,32,26,35,6,12,-279,-716,-148,-375,-284,-309,543,439,144,17,-243,-684,-98,-322,-237,-277,569,474,150,-9,1,16,4,1,3,-2,-4,-4,-5,478,478,478,478,478,478,478,478,477,477,477,5.1213032231,5.5582023186,5.198411992,5.3715789756,6.6510454218,7.435820706,7.2132811367,7.5555195769,7.3663174686,6.0302034538,7.6050323787,7.441562372,7.1979158274,8.1290555155,9.0318017356,9.4425112368,9.1205914892,9.4453754402,-0.908900231,-2.04683006,-2.24315038,-1.826336852,-1.478010094,-1.59598103,-2.2292301,-1.565071912,-2.079057972,0.6292386213,0.5646427752,0.8901390397,0.9489789524,0.8471521269,0.580356738,0.4712193707,0.6296266314,0.1075374813,-4.876599315,-12.6338821,-2.634811558,-6.71447372,-5.118961788,-5.604069752,9.8412353197,7.8973168911,2.580899551,-4.247360694,-12.06923932,-1.744672518,-5.765494767,-4.271809661,-5.023713014,10.31245469,8.5269435225,2.6884370323
050,1,2,42,105,Pennsylvania,Potter County,17457,17447,17454,17456,17562,17453,17192,17086,16954,16841,16623,16526,7,2,106,-109,-261,-106,-132,-113,-218,-97,51,195,195,222,191,192,175,178,166,164,59,187,198,212,208,199,228,196,225,216,-8,8,-3,10,-17,-7,-53,-18,-59,-52,0,0,1,2,4,2,3,3,2,2,18,-6,109,-120,-252,-100,-82,-95,-159,-46,18,-6,110,-118,-248,-98,-79,-92,-157,-44,-3,0,-1,-1,4,-1,0,-3,-2,-1,217,217,217,217,217,217,217,217,217,217,217,11.171584073,11.137129476,12.68027988,11.026122096,11.202520567,10.282021152,10.534102678,9.9211092517,9.8947177894,10.713262675,11.30846993,12.109096102,12.00750469,11.610945796,13.3960047,11.599349016,13.447286636,13.032067332,0.4583213979,-0.171340453,0.5711837784,-0.981382595,-0.408425229,-3.113983549,-1.065246338,-3.526177385,-3.137349543,0,0.0571134845,0.1142367557,0.2309135517,0.1166929226,0.1762632197,0.1775410564,0.1195314368,0.1206672901,-0.343741048,6.2253698098,-6.854205341,-14.54755376,-5.834646129,-4.81786134,-5.622133452,-9.502749223,-2.775347673,-0.343741048,6.2824832943,-6.739968585,-14.31664021,-5.717953206,-4.64159812,-5.444592395,-9.383217786,-2.654680383
