SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
050,3,6,01,083,Alabama,Limestone County,82782,82782,83179,85580,87363,88924,90787,397,2401,1783,1561,1863,242,1012,1002,980,1002,159,685,716,662,696,83,327,286,318,306,19,80,68,71,75,279,1900,1419,1128,1452,298,1980,1487,1199,1527,16,94,10,44,30,2907,2907,2954,2758,2906,2907,11.993434424,11.58763292,11.118233335,11.151237264,8.118085554,8.2801848008,7.5104800694,7.7457695967,3.8753488703,3.3074481187,3.607753266,3.4054676675,0.9480975829,0.786386266,0.80550466,0.8346734479,22.517317595,16.410031051,12.797313472,16.159277952,23.465415178,17.196417317,13.602818132,16.9939514
050,3,6,01,085,Alabama,Lowndes County,11299,11299,11285,11131,10864,10730,10580,-14,-154,-267,-134,-150,48,148,149,132,138,18,155,114,118,133,30,-7,35,14,5,0,2,1,1,1,-42,-152,-312,-162,-165,-42,-150,-311,-161,-164,-2,3,9,13,9,96,96,96,96,96,96,13.204853676,13.548533758,12.225618227,12.951665885,13.829407566,10.365992271,10.928961749,12.482402628,-0.62455389,3.1825414867,1.2966564787,0.4692632567,0.1784439686,0.0909297568,0.0926183199,0.0938526513,-13.56174161,-28.37008411,-15.00416782,-15.48568747,-13.38329764,-28.27915435,-14.9115495,-15.39183482
050,3,6,01,087,Alabama,Macon County,21452,21450,21542,21264,20470,19822,19425,92,-278,-794,-648,-397,61,217,210,173,174,40,236,222,234,256,21,-19,-12,-61,-82,-2,-5,-5,-5,-5,73,-256,-799,-578,-323,71,-261,-804,-583,-328,0,2,22,-4,13,1772,1776,1847,1727,1810,1811,10.138765594,10.063737001,8.5873126179,8.8669197646,11.026491613,10.638807687,11.615208974,13.045583102,-0.88772602,-0.575070686,-3.027896357,-4.178663337,-0.23361211,-0.239612786,-0.248188226,-0.254796545,-11.96094006,-38.29012316,-28.69055892,-16.4598568,-12.19455217,-38.52973595,-28.93874715,-16.71465335
050,3,6,01,089,Alabama,Madison County,334811,334811,336239,339668,342868,347073,350299,1428,3429,3200,4205,3226,1067,4253,4034,4001,4031,599,2718,2575,2769,2799,468,1535,1459,1232,1232,140,526,573,587,590,775,1402,1170,2160,1331,915,1928,1743,2747,1921,45,-34,-2,226,73,8042,8052,7570,7527,7664,7660,12.584571546,11.820621916,11.59809317,11.560544444,8.0425265606,7.5453895472,8.0267733038,8.0272795581,4.5420449855,4.2752323687,3.5713198665,3.5332648859,1.5564271416,1.6790323148,1.701594774,1.6920667879,4.1484997196,3.4283905904,6.2614049607,3.8171879571,5.7049268612,5.1074229052,7.9629997348,5.509254745
050,3,6,01,091,Alabama,Marengo County,21027,21029,20951,20711,20443,20228,20110,-78,-240,-268,-215,-118,57,233,252,244,238,100,247,225,267,255,-43,-14,27,-23,-17,1,14,14,17,17,-38,-262,-317,-223,-108,-37,-248,-303,-206,-91,2,22,8,14,-10,254,254,254,254,254,254,11.185252748,12.24668319,11.998721448,11.80028757,11.857328021,10.934538562,13.129748469,12.643165254,-0.672075272,1.3121446275,-1.131027022,-0.842877684,0.6720752724,0.6803712883,0.8359764943,0.8428776836,-12.57740867,-15.40554989,-10.9660446,-5.354752343,-11.9053334,-14.7251786,-10.13006811,-4.511874659
050,3,6,01,093,Alabama,Marion County,30776,30777,30810,30731,30516,30305,30271,33,-79,-215,-211,-34,84,291,325,302,307,77,427,412,386,381,7,-136,-87,-84,-74,2,14,14,17,17,27,27,-135,-159,45,29,41,-121,-142,62,-3,16,-7,15,-22,868,868,868,863,868,868,9.4571098942,10.612764707,9.930780487,10.13602747,13.876927577,13.453720182,12.692984331,12.579239303,-4.419817683,-2.840955475,-2.762203844,-2.443211833,0.454981232,0.4571652489,0.5590174446,0.5612783941,0.8774638046,-4.408379186,-5.228457276,1.4857369255,1.3324450366,-3.951213937,-4.669439832,2.0470153196
050,3,6,01,095,Alabama,Marshall County,93019,93019,93170,93927,94303,94569,94636,151,757,376,266,67,349,1311,1290,1225,1211,269,1014,1055,1110,1082,80,297,235,115,129,29,126,120,143,146,41,359,29,-36,-207,70,485,149,107,-61,1,-25,-8,44,-1,1047,1047,1035,1061,1059,1059,14.014121017,13.706635499,12.971748062,12.800930208,10.839297263,11.209690273,11.753992122,11.43732988,3.1748237545,2.4969452266,1.2177559405,1.3636003277,1.3468949262,1.2750358604,1.5142530391,1.5432995957,3.8375815753,0.3081336663,-0.381210555,-2.188102851,5.1844765015,1.5831695266,1.1330424838,-0.644803256
050,3,6,01,097,Alabama,Mobile County,412992,413143,413432,413154,413955,414560,415123,289,-278,801,605,563,1453,5607,5676,5479,5501,951,4138,4053,4352,4290,502,1469,1623,1127,1211,154,611,698,696,683,-363,-2157,-1526,-1351,-1143,-209,-1546,-828,-655,-460,-4,-201,6,133,-188,6949,6949,7195,7112,7272,7274,13.566646423,13.724914129,13.226073155,13.260486234,10.012267326,9.8004011563,10.50554305,10.341299026,3.5543790967,3.9245129723,2.7205301051,2.9191872076,1.4783700668,1.6878065648,1.6801144216,1.6464119429,-5.219057666,-3.689961057,-3.261256586,-2.755269181,-3.740687599,-2.002154492,-1.581142164,-1.108857238
050,3,6,01,099,Alabama,Monroe County,23068,23070,23003,22797,22609,22188,21947,-67,-206,-188,-421,-241,77,257,246,230,223,37,263,288,241,250,40,-6,-42,-11,-27,0,1,1,2,2,-104,-199,-149,-394,-210,-104,-198,-148,-392,-208,-3,-2,2,-18,-6,230,230,230,230,230,230,11.222707424,10.835572391,10.268544769,10.105358559,11.484716157,12.685548165,10.759649084,11.328877308,-0.262008734,-1.849975774,-0.491104315,-1.223518749,0.0436681223,0.0440470422,0.0892916936,0.0906310185,-8.689956332,-6.563009294,-17.59046365,-9.516256939,-8.64628821,-6.518962252,-17.50117195,-9.42562592
050,3,6,01,101,Alabama,Montgomery County,229363,229363,229795,231571,229426,227271,226189,432,1776,-2145,-2155,-1082,784,3146,3119,3130,2995,456,1911,1951,2144,2085,328,1235,1168,986,910,113,387,506,479,470,5,177,-3910,-3654,-2368,118,564,-3404,-3175,-1898,-14,-23,91,34,-94,9082,9088,8689,8619,9002,9027,13.637762644,13.53154142,13.707118724,13.209544392,8.2840954903,8.4642633249,9.3891573625,9.1959599524,5.3536671536,5.0672780951,4.3179613617,4.0135844396,1.6776268732,2.1952420515,2.0976708846,2.0729502051,0.7672867095,-16.96323403,-16.00185681,-10.44414061,2.4449135827,-14.76799198,-13.90418593,-8.371190403
050,3,6,01,103,Alabama,Morgan County,119490,119486,119557,119870,120057,119628,119607,71,313,187,-429,-21,338,1503,1396,1394,1370,293,1238,1221,1230,1200,45,265,175,164,170,21,98,94,111,118,10,-8,-74,-727,-252,31,90,20,-616,-134,-5,-42,-8,23,-57,2133,2133,2133,2121,2118,2120,12.554975003,11.636872882,11.631933579,11.453173658,10.341356656,10.178095837,10.263470805,10.031976926,2.2136183471,1.4587770447,1.3684627741,1.4211967312,0.8186211246,0.7835716697,0.9262156581,0.9864777311,-0.066826214,-0.616854293,-6.066295346,-2.106715155,0.7517949103,0.1667173765,-5.140079688,-1.120237423
050,3,6,01,105,Alabama,Perry County,10591,10581,10536,10502,10172,9978,9826,-45,-34,-330,-194,-152,28,134,125,111,105,18,145,143,125,148,10,-11,-18,-14,-43,0,1,3,0,0,-51,-46,-316,-145,-127,-51,-45,-313,-145,-127,-4,22,1,-35,18,721,721,749,767,764,764,12.738853503,12.092483312,11.017369727,10.6039184,13.784580283,13.833800909,12.406947891,14.94647546,-1.04572678,-1.741317597,-1.389578164,-4.342557059,0.0950660709,0.2902195995,0,0,-4.373039262,-30.56979781,-14.39205955,-12.82569178,-4.277973191,-30.27957821,-14.39205955,-12.82569178
050,3,6,01,107,Alabama,Pickens County,19746,19746,19706,19348,19344,19383,20365,-40,-358,-4,39,982,43,220,223,208,222,31,265,238,246,232,12,-45,-15,-38,-10,-1,-2,-2,-1,0,-43,-327,17,63,954,-44,-329,15,62,954,-8,16,-4,15,38,334,334,334,334,503,1661,11.26645158,11.526930632,10.741859684,11.170373352,13.570953039,12.30228471,12.704314819,11.673543323,-2.30450146,-0.775354078,-1.962455135,-0.503169971,-0.102422287,-0.103380544,-0.051643556,0,-16.74604394,0.8787346221,3.253544039,48.002415216,-16.84846623,0.7753540784,3.2019004829,48.002415216
050,3,6,01,109,Alabama,Pike County,32899,32899,32959,32922,33128,33682,33389,60,-37,206,554,-293,96,390,412,356,363,79,325,312,339,348,17,65,100,17,15,33,103,104,115,117,14,-210,7,391,-416,47,-107,111,506,-299,-4,5,-5,31,-9,1963,1963,1844,1755,2128,2126,11.839528847,12.475397426,10.657087262,10.824350315,9.8662740396,9.4473883422,10.14818141,10.377063112,1.9732548079,3.028009084,0.5089058524,0.4472872031,3.1268499264,3.1491294474,3.4425984134,3.4888401843,-6.375130918,0.2119606359,11.704834606,-12.4047651,-3.248280991,3.3610900833,15.147433019,-8.915924915
050,3,6,01,111,Alabama,Randolph County,22913,22914,22928,22834,22657,22663,22539,14,-94,-177,6,-124,80,221,240,255,246,49,300,255,261,269,31,-79,-15,-6,-23,-1,-8,-8,-7,-5,-6,-51,-157,24,-114,-7,-59,-165,17,-119,-10,44,3,-5,18,407,407,407,407,407,407,9.6586687645,10.551537667,11.253309797,10.884474138,13.111315065,11.211008771,11.518093557,11.902128224,-3.4526463,-0.659471104,-0.26478376,-1.017654086,-0.349635068,-0.351717922,-0.308914387,-0.221229149,-2.228923561,-6.902464224,1.0591350397,-5.044024601,-2.578558629,-7.254182146,0.7502206531,-5.26525375
050,3,6,01,113,Alabama,Russell County,52947,52949,53279,54845,57736,59430,59608,330,1566,2891,1694,178,190,800,904,865,898,110,572,574,548,578,80,228,330,317,320,12,2,105,41,25,222,1301,2395,1338,-162,234,1303,2500,1379,-137,16,35,61,-2,-5,574,574,574,574,574,574,14.79782472,16.059548236,14.765375621,15.08761908,10.580444675,10.197102531,9.3542495263,9.7111846637,4.2173800451,5.8624457058,5.4111260946,5.3764344159,0.0369945618,1.8653236337,0.6998617346,0.4200339387,24.064962451,42.547143834,22.839390267,-2.721819923,24.101957012,44.412467468,23.539252001,-2.301785984
050,3,6,01,115,Alabama,St. Clair County,83593,83593,83800,84305,85165,86244,86697,207,505,860,1079,453,266,1100,1061,1018,1061,192,826,803,847,871,74,274,258,171,190,16,51,54,60,60,114,126,562,795,150,130,177,616,855,210,3,54,-14,53,53,1967,1967,1933,1926,1893,1895,13.087058684,12.521390217,11.878022741,12.270080548,9.8271913387,9.4766035286,9.8827949524,10.072799394,3.2598673448,3.0447866879,1.9952277885,2.1972811537,0.6067636299,0.6372809347,0.7000799258,0.6938782591,1.4990630856,6.6324423202,9.2760590167,1.7346956476,2.1058267154,7.2697232549,9.9761389425,2.4285739067
050,3,6,01,117,Alabama,Shelby County,195085,195218,196036,197988,200963,204196,206655,818,1952,2975,3233,2459,621,2478,2379,2401,2400,316,1260,1286,1331,1345,305,1218,1093,1070,1055,83,334,313,341,350,426,284,1565,1762,1041,509,618,1878,2103,1391,4,116,4,60,13,2574,2574,2619,2667,2653,2652,12.577914036,11.926276661,11.852137062,11.683067584,6.3955495097,6.4469070136,6.5702600707,6.5473857919,6.182364526,5.4793696469,5.2818769915,5.1356817922,1.6953282034,1.5691150041,1.6832897702,1.7037806893,1.4415365561,7.8455750205,8.6978198682,5.0675305646,3.1368647595,9.4146900246,10.381109638,6.771311254
050,3,6,01,119,Alabama,Sumter County,13763,13763,13748,13494,13411,13345,13166,-15,-254,-83,-66,-179,35,128,126,140,137,57,160,154,154,159,-22,-32,-28,-14,-22,0,-1,-1,-1,-1,10,-226,-56,-58,-160,10,-227,-57,-59,-161,-3,5,2,7,4,718,718,805,872,854,853,9.3972542398,9.3662887939,10.464942443,10.335332503,11.7465678,11.447686304,11.511436687,11.995020935,-2.34931356,-2.08139751,-1.046494244,-1.659688431,-0.073416049,-0.074335625,-0.074749589,-0.075440383,-16.59202702,-4.16279502,-4.335476155,-12.07046132,-16.66544307,-4.237130645,-4.410225744,-12.1459017
050,3,6,01,121,Alabama,Talladega County,82291,82291,82067,81781,81858,81339,81322,-224,-286,77,-519,-17,201,853,896,872,876,200,928,946,1046,1029,1,-75,-50,-174,-153,-2,3,0,4,6,-219,-191,135,-301,164,-221,-188,135,-297,170,-4,-23,-8,-48,-34,3143,3144,3160,3278,3199,3288,10.412089253,10.950934679,10.686470952,10.770867018,11.327571896,11.562035945,12.818863092,12.652080093,-0.915482642,-0.611101266,-2.13239214,-1.881213075,0.0366193057,0,0.049020509,0.0737730618,-2.331429129,1.6499734171,-3.688793299,2.0164636883,-2.294809824,1.6499734171,-3.63977279,2.0902367501
050,3,6,01,123,Alabama,Tallapoosa County,41616,41618,41490,41443,41156,41221,41165,-128,-47,-287,65,-56,116,467,498,446,463,162,506,528,522,526,-46,-39,-30,-76,-63,6,20,15,18,19,-90,-15,-277,82,-3,-84,5,-262,100,16,2,-13,5,41,-9,576,576,576,576,576,576,11.262103144,12.058257364,10.828265171,11.239773748,12.202621393,12.78465841,12.673440402,12.769159809,-0.94051825,-0.726401046,-1.845175231,-1.529386061,0.4823170511,0.363200523,0.4370151863,0.4612434151,-0.361737788,-6.707102992,1.9908469597,-0.072827908,0.1205792628,-6.343902469,2.427862146,0.3884155075
050,3,6,01,125,Alabama,Tuscaloosa County,194656,194653,195056,196697,198643,200744,202212,403,1641,1946,2101,1468,642,2403,2451,2401,2469,322,1725,1588,1635,1681,320,678,863,766,788,64,240,228,256,258,26,780,841,1032,502,90,1020,1069,1288,760,-7,-57,14,47,-80,10423,10426,10152,10350,10359,10360,12.267934132,12.399453635,12.0234259,12.254439691,8.8065694455,8.0335913391,8.1875474164,8.3433426975,3.4613646864,4.3658622957,3.8358784838,3.9110969932,1.2252618359,1.1534375474,1.2819646108,1.2805368328,3.9821009667,4.2545656903,5.1679198372,2.4915871708,5.2073628026,5.4080032377,6.4498844479,3.7721240036
050,3,6,01,127,Alabama,Walker County,67023,67023,66991,66607,66125,65859,65471,-32,-384,-482,-266,-388,206,814,825,756,767,243,910,1027,998,950,-37,-96,-202,-242,-183,6,12,9,11,13,2,-307,-290,-57,-197,8,-295,-281,-46,-184,-3,7,1,22,-21,866,866,850,850,851,851,12.185811165,12.431064099,11.455934053,11.680499505,13.622958428,15.474791309,15.123045218,14.467372268,-1.437147263,-3.04372721,-3.667111165,-2.786872763,0.1796434078,0.1356116084,0.1666868711,0.1979745679,-4.595877184,-4.36970738,-0.86374106,-3.000076144,-4.416233776,-4.234095772,-0.697054188,-2.802101576
050,3,6,01,129,Alabama,Washington County,17581,17583,17601,17319,17088,16842,16834,18,-282,-231,-246,-8,33,169,165,148,159,25,200,181,192,200,8,-31,-16,-44,-41,1,6,6,6,6,13,-257,-226,-194,24,14,-251,-220,-188,30,-4,0,5,-14,3,147,147,147,147,147,147,9.6792668958,9.5910715843,8.7238432066,9.4429267134,11.454753723,10.521114889,11.317418214,11.877895237,-1.775486827,-0.930043305,-2.593575007,-2.434968524,0.3436426117,0.3487662394,0.3536693192,0.3563368571,-14.71935853,-13.13686169,-11.43530799,1.4253474284,-14.37571592,-12.78809545,-11.08163867,1.7816842855
050,3,6,01,131,Alabama,Wilcox County,11670,11665,11579,11510,11386,11262,11098,-86,-69,-124,-124,-164,43,142,136,137,129,63,141,143,144,136,-20,1,-7,-7,-7,0,0,0,0,0,-69,-81,-117,-128,-154,-69,-81,-117,-128,-154,3,11,0,11,-3,108,108,108,108,108,108,12.300229547,11.879804333,12.098198516,11.538461538,12.213608212,12.49126485,12.716354645,12.164579606,0.0866213348,-0.611460517,-0.618156129,-0.626118068,0,0,0,0,-7.016328122,-10.22012579,-11.30342635,-13.7745975,-7.016328122,-10.22012579,-11.30342635,-13.7745975
050,3,6,01,133,Alabama,Winston County,24484,24483,24409,24348,24185,24187,24150,-74,-61,-163,2,-37,67,252,229,243,247,61,315,298,305,302,6,-63,-69,-62,-55,0,-2,-2,-2,-2,-82,14,-92,66,25,-82,12,-94,64,23,2,-10,0,0,-5,301,301,301,301,301,301,10.336977255,9.4368780005,10.047134706,10.219914351,12.921221568,12.280304123,12.610601174,12.495603782,-2.584244314,-2.843426122,-2.563466468,-2.27568943,-0.082039502,-0.082418148,-0.082692467,-0.082752343,0.5742765141,-3.79123483,2.7288514016,1.0344042866,0.4922370121,-3.873652978,2.6461589349,0.9516519436
040,4,9,02,000,Alaska,Alaska,710231,710249,713856,722572,731081,737259,736732,3607,8716,8509,6178,-527,2754,11705,11118,11190,11221,928,3916,3939,4053,4245,1826,7789,7179,7137,6976,568,1525,2751,2352,2115,1169,-844,-1417,-2782,-10137,1737,681,1334,-430,-8022,44,246,-4,-529,519,26366,26363,25529,27001,28333,28311,16.297370979,15.296635442,15.241701513,15.225330412,5.4524139045,5.4194501714,5.5205197706,5.7598723466,10.844957074,9.8771852705,9.7211817426,9.4654580659,2.1233225752,3.7849473017,3.2036176907,2.8697597204,-1.175137215,-1.949571184,-3.789313102,-13.75449375,0.9481853598,1.835376118,-0.585695411,-10.88473403
050,4,9,02,013,Alaska,Aleutians East Borough,3141,3141,3178,3267,3320,3351,3360,37,89,53,31,9,11,22,15,12,12,1,6,4,4,5,10,16,11,8,7,20,85,85,93,93,8,-19,-42,-61,-99,28,66,43,32,-6,-1,7,-1,-9,8,1726,1726,1726,1726,1726,1726,6.8269976726,4.5544253833,3.59766152,3.5762181493,1.8619084562,1.2145134356,1.1992205067,1.4900908955,4.9650892164,3.3399119478,2.3984410133,2.0861272538,26.377036462,25.808410506,27.88187678,27.715690657,-5.896043445,-12.75239107,-18.28811273,-29.50379973,20.480993018,13.056019432,9.5937640534,-1.788109075
050,4,9,02,016,Alaska,Aleutians West Census Area,5561,5561,5551,5587,5671,5692,5750,-10,36,84,21,58,9,27,31,37,38,0,4,15,12,5,9,23,16,25,33,9,66,68,76,76,-28,-67,1,-75,-49,-19,-1,69,1,27,0,14,-1,-5,-2,2543,2543,2520,2525,2526,2531,4.8482671934,5.5071948836,6.5123646924,6.6421954204,0.7182618064,2.6647717179,2.1121182786,0.8739730816,4.130005387,2.8424231657,4.4002464138,5.7682223388,11.851319806,12.080298454,13.376749098,13.284390841,-12.03088526,0.1776514479,-13.20073924,-8.5649362,-0.179565452,12.257949902,0.1760098566,4.7194546408
050,4,9,02,020,Alaska,Anchorage Municipality,291826,291826,293337,296282,298633,301629,301010,1511,2945,2351,2996,-619,1105,4782,4591,4691,4686,321,1496,1511,1691,1698,784,3286,3080,3000,2988,330,854,1540,1297,1197,386,-1122,-2254,-1125,-5001,716,-268,-714,172,-3804,11,-73,-15,-176,197,8450,8450,8683,8695,8922,8906,16.220644179,15.43413765,15.629841636,15.551598884,5.0744633399,5.0797172705,5.6342063965,5.6352144485,11.146180839,10.354420379,9.9956352393,9.9163844358,2.8967858905,5.1772101897,4.3214463018,3.9725274999,-3.805847505,-7.577553096,-3.748363215,-16.59700086,-0.909061614,-2.400342906,0.5730830871,-12.62447336
050,4,9,02,050,Alaska,Bethel Census Area,17013,17013,17068,17453,17687,17806,17868,55,385,234,119,62,106,468,423,423,431,33,104,121,120,135,73,364,302,303,296,1,5,5,5,5,-17,0,-65,-170,-251,-16,5,-60,-165,-246,-2,16,-8,-19,12,338,338,348,343,363,361,27.113930651,24.075128059,23.83568591,24.163256153,6.0253179224,6.8867387592,6.761896712,7.5685373101,21.088612728,17.1883893,17.073789198,16.594718843,0.2896787463,0.2845759818,0.2817456963,0.2803161967,0,-3.699487763,-9.579353675,-14.07187307,0.2896787463,-3.414911781,-9.297607979,-13.79155688
050,4,9,02,060,Alaska,Bristol Bay Borough,997,997,1002,1038,984,955,957,5,36,-54,-29,2,3,17,8,12,11,3,8,10,4,7,0,9,-2,8,4,0,0,0,0,0,5,24,-55,-32,-4,5,24,-55,-32,-4,0,3,3,-5,2,16,16,16,16,16,16,16.666666667,7.9129574679,12.377514183,11.506276151,7.8431372549,9.8911968348,4.1258380609,7.3221757322,8.8235294118,-1.978239367,8.2516761217,4.1841004184,0,0,0,0,23.529411765,-54.40158259,-33.00670449,-4.184100418,23.529411765,-54.40158259,-33.00670449,-4.184100418
050,4,9,02,068,Alaska,Denali Borough,1826,1826,1832,1869,1906,1933,1921,6,37,37,27,-12,4,19,20,18,18,3,5,7,11,4,1,14,13,7,14,4,21,20,22,22,1,-5,3,-1,-56,5,16,23,21,-34,0,7,1,-1,8,36,36,43,42,50,50,10.267495272,10.59602649,9.3774420422,9.3409444733,2.7019724399,3.7086092715,5.7306590258,2.0757654385,7.5655228317,6.8874172185,3.6467830164,7.2651790348,11.348284248,10.59602649,11.461318052,11.416709912,-2.70197244,1.5894039735,-0.520969002,-29.06071614,8.6463118076,12.185430464,10.940349049,-17.64400623
050,4,9,02,070,Alaska,Dillingham Census Area,4847,4847,4869,4969,4968,4988,4988,22,100,-1,20,0,32,110,102,101,100,17,37,40,43,48,15,73,62,58,52,0,0,0,0,0,7,26,-65,-39,-56,7,26,-65,-39,-56,0,1,2,1,4,52,52,52,52,52,52,22.362268754,20.529334809,20.2892728,20.048115477,7.5218540354,8.0507195331,8.6380072318,9.623095429,14.840414718,12.478615276,11.651265569,10.425020048,0,0,0,0,5.28562716,-13.08241924,-7.834471675,-11.22694467,5.28562716,-13.08241924,-7.834471675,-11.22694467
050,4,9,02,090,Alaska,Fairbanks North Star Borough,97581,97581,98174,98029,100227,100807,99357,593,-145,2198,580,-1450,371,1775,1595,1644,1611,116,447,451,448,445,255,1328,1144,1196,1166,115,150,483,399,298,206,-1702,551,-905,-3017,321,-1552,1034,-506,-2719,17,79,20,-110,103,4313,4313,3229,4719,5092,5084,18.093505196,16.090307481,16.355442363,16.096800623,4.5565052522,4.5496731499,4.4569575296,4.4463539897,13.536999944,11.540634331,11.898484833,11.650446634,1.5290286081,4.8724880962,3.9694777998,2.9775584021,-17.34937794,5.5584698572,-9.003452152,-30.14528087,-15.82034933,10.430957953,-5.033974353,-27.16772247
050,4,9,02,100,Alaska,Haines Borough,2508,2508,2504,2572,2572,2569,2566,-4,68,0,-3,-3,5,29,23,16,18,10,15,24,14,9,-5,14,-1,2,9,2,14,15,17,17,0,38,-13,-11,-45,2,52,2,6,-28,-1,2,-1,-11,16,0,0,0,0,0,0,11.426319937,8.9424572317,6.2244699475,7.0107108082,5.9101654846,9.3312597201,5.446411204,3.5053554041,5.5161544523,-0.388802488,0.7780587434,3.5053554041,5.5161544523,5.832037325,6.6134993192,6.6212268744,14.972419228,-5.054432348,-4.279323089,-17.52677702,20.48857368,0.7776049767,2.3341762303,-10.90555015
